"","APD.Open","APD.High","APD.Low","APD.Close","APD.Volume","APD.Adjusted"
"2014-01-16",111.03,111.86,110.98,111.69,1119200,111.69
"2014-01-17",111.86,112.53,111.28,112.01,1368400,112.01
"2014-01-21",112.38,112.93,111.55,112.05,798300,112.05
"2014-01-22",112.71,113.22,111.67,112.3,1069000,112.3
"2014-01-23",111.38,111.95,110.82,111.01,829400,111.01
"2014-01-24",110.04,110.35,106.65,106.71,1158200,106.71
"2014-01-27",107.07,107.38,105.47,106.24,1116100,106.24
"2014-01-28",106.96,107.95,105.75,107.79,1469400,107.79
"2014-01-29",106.47,107.63,105.4,106,1645800,106
"2014-01-30",106.51,106.54,105.82,105.92,906700,105.92
"2014-01-31",104.83,106.15,103.81,105.14,1741900,105.14
"2014-02-03",105.47,106.09,103.4,103.75,1777300,103.75
"2014-02-04",104.31,105.31,103.79,103.98,1213400,103.98
"2014-02-05",103.7,104.59,102.73,104.26,847400,104.26
"2014-02-06",104.03,107.34,103.76,107.24,1511700,107.24
"2014-02-07",108.31,109.34,107.69,109.23,1685700,109.23
"2014-02-10",109,110.61,109,109.81,1599400,109.81
"2014-02-11",110.27,112.12,109.83,111.94,1607800,111.94
"2014-02-12",111.84,112.26,111.66,111.87,2044400,111.87
"2014-02-13",110.79,117.04,110.61,116.93,3036600,116.93
"2014-02-14",116.78,117.55,115.89,117.38,1364400,117.38
"2014-02-18",117.5,118.89,117.47,118.04,1309700,118.04
"2014-02-19",118.2,118.61,117.05,117.08,1406500,117.08
"2014-02-20",117.51,118.05,116.15,117.71,1358200,117.71
"2014-02-21",118.37,119.23,117.93,118.27,1322300,118.27
"2014-02-24",117.98,119.06,117.98,118.73,1555600,118.73
"2014-02-25",118.43,120,118.3,119.67,1517100,119.67
"2014-02-26",119.53,120.36,117.38,117.47,2940100,117.47
"2014-02-27",118.8,119.63,118.3,119.34,1437500,119.34
"2014-02-28",119.5,122.24,119.48,121.32,1625700,121.32
"2014-03-03",120.59,121.08,119.65,120.52,852100,120.52
"2014-03-04",122,123.15,121.66,122.51,1143700,122.51
"2014-03-05",122.51,122.51,121.45,121.58,723900,121.58
"2014-03-06",121.58,123.6,121.51,122.45,1083900,122.45
"2014-03-07",123.13,123.26,121.37,121.67,929800,121.67
"2014-03-10",121.6,121.8,120,121.1,1283000,121.1
"2014-03-11",121.46,122.22,120.47,120.54,1536800,120.54
"2014-03-12",119.94,120.23,119.44,119.75,1441400,119.75
"2014-03-13",120.09,120.93,118.87,119.31,978400,119.31
"2014-03-14",119.4,120.13,119.17,119.77,1029900,119.77
"2014-03-17",120.16,121.32,119.91,120.85,933700,120.85
