"","COST.Open","COST.High","COST.Low","COST.Close","COST.Volume","COST.Adjusted"
"2012-03-26",90.63,91.53,90.38,91.52,1884800,83.59
"2012-03-27",91.53,91.78,90.97,91.28,1310700,83.37
"2012-03-28",91.24,91.49,90.13,90.62,1609000,82.76
"2012-03-29",90.16,90.72,89.33,89.84,2245600,82.05
"2012-03-30",90.04,91.15,90.01,90.8,2556600,82.93
"2012-04-02",90.94,92.1,90.83,91.84,2705100,83.88
"2012-04-03",91.45,91.76,90.01,90.39,2823000,82.55
"2012-04-04",90.14,90.5,88.97,89.04,2529400,81.32
"2012-04-05",87.41,88.87,87.4,88.65,2752600,80.96
"2012-04-09",87.68,88.14,87.03,87.88,1817700,80.26
"2012-04-10",87.54,87.59,86.37,86.89,2812100,79.36
"2012-04-11",87.5,87.59,87.06,87.32,1912600,79.75
"2012-04-12",87.51,87.56,86.95,87.18,2509800,79.62
"2012-04-13",86.91,87.14,86.03,86.32,2737800,78.84
"2012-04-16",86.66,87.12,86.3,86.88,1956700,79.35
"2012-04-17",87.17,87.86,87.14,87.67,1732900,80.07
"2012-04-18",87.3,88.49,87.19,88.07,1620100,80.43
"2012-04-19",87.94,87.94,86.69,87.12,1762800,79.57
"2012-04-20",87.38,88.07,87.26,87.58,2203100,79.99
"2012-04-23",87.22,87.3,86.39,86.62,1712500,79.11
"2012-04-24",86.81,87.2,86.22,86.43,1796800,78.94
"2012-04-25",86.77,87.45,86.52,87.28,2301900,79.71
"2012-04-26",87.26,88.46,87,88.08,2443100,80.44
"2012-04-27",88.39,89.22,88.14,88.69,1597500,81
"2012-04-30",88.7,89,88.13,88.18,1790700,80.53
"2012-05-01",86.91,88,86.38,86.97,2970500,79.43
"2012-05-02",86.89,86.95,86.24,86.64,2432800,79.13
"2012-05-03",85.86,85.94,83.94,84.24,4696600,76.94
"2012-05-04",84.21,84.43,83.32,83.39,2796800,76.16
"2012-05-07",83.38,83.74,83,83.15,2042900,75.94
"2012-05-08",83.02,83.32,81.98,82.64,2609500,75.47
"2012-05-09",82.22,83.1,82.1,82.62,2416000,75.46
"2012-05-10",83.4,84.36,83.11,83.88,2600000,76.61
"2012-05-11",83.84,85.05,83.7,84.6,2863800,77.27
"2012-05-14",84.26,84.72,83.76,84.3,1656500,76.99
"2012-05-15",84.1,85.14,84.08,84.58,2165200,77.25
"2012-05-16",84.88,85.26,84.57,84.91,2149600,77.55
"2012-05-17",84.86,85.21,83.47,83.47,2022500,76.23
"2012-05-18",83.7,84.19,82.66,82.94,3152700,75.75
"2012-05-21",83.19,83.88,82.75,83.73,1598800,76.47
"2012-05-22",83.47,84.26,83.01,83.38,2244800,76.15
"2012-05-23",82.98,83.36,82.26,83.31,2915900,76.34
"2012-05-24",84.25,85.27,83.48,84.48,3558300,77.41
"2012-05-25",84.9,85.07,84,84.48,2379600,77.41
"2012-05-29",85.11,86.68,85.08,86.64,3151400,79.39
"2012-05-30",85.9,86.43,85.77,85.81,3111900,78.63
"2012-05-31",85.59,87.05,85.58,86.39,3564700,79.16
"2012-06-01",86,86.16,85.17,85.49,3096100,78.34
"2012-06-04",85.44,86.6,85.37,86.56,2404300,79.32
"2012-06-05",86.29,86.96,85.74,86.77,2143800,79.51
"2012-06-06",86.99,87.83,86.88,87.78,2187100,80.43
"2012-06-07",88.05,88.7,87.95,88.13,1909700,80.76
"2012-06-08",88.01,89.2,87.7,88.74,1888800,81.31
"2012-06-11",89.06,89.15,87.84,87.91,1569500,80.55
"2012-06-12",88.24,88.56,87.58,88.5,1822500,81.09
"2012-06-13",88.11,88.41,87.25,87.43,1405000,80.11
"2012-06-14",87.85,90.08,87.81,89.83,3117300,82.31
"2012-06-15",90.35,91.64,90.09,91.44,3911800,83.79
"2012-06-18",91.37,92.09,91.01,92.03,1570900,84.33
"2012-06-19",91.93,92.67,91.44,91.86,1821400,84.17
"2012-06-20",91.68,91.93,90.87,91.49,1929900,83.83
"2012-06-21",91.5,92.35,90.28,90.4,2631700,82.84
"2012-06-22",90.79,91.29,90.42,90.93,1539800,83.32
"2012-06-25",90.75,91.25,90.39,90.87,1592600,83.27
"2012-06-26",91.15,91.79,90.7,91.69,2600100,84.02
"2012-06-27",91.98,92.21,91,91.32,2087600,83.68
"2012-06-28",90.83,93,89.91,92.92,4408300,85.14
"2012-06-29",93.51,95.11,93.43,95,3438000,87.05
"2012-07-02",95,95.55,94.23,94.4,2279300,86.5
"2012-07-03",94.51,94.62,94.1,94.42,1120600,86.52
"2012-07-05",93.46,94.53,93.44,94,1902200,86.13
"2012-07-06",94.06,94.7,93.46,93.68,1722000,85.84
"2012-07-09",94,94.34,93.18,93.97,1511300,86.11
"2012-07-10",94.47,94.75,93.65,93.8,1867600,85.95
"2012-07-11",93.88,94.72,93.75,94.5,2074100,86.59
"2012-07-12",94.09,94.24,93.11,94.02,1895200,86.15
"2012-07-13",94.11,94.97,93.74,94.81,1510000,86.88
"2012-07-16",94.54,95.36,94.1,95.15,1313900,87.19
"2012-07-17",95.3,96.35,94.91,96.06,1767900,88.02
"2012-07-18",95.68,96.43,95.52,95.96,1788400,87.93
"2012-07-19",96.02,96.38,95.07,95.95,1602300,87.92
"2012-07-20",95.8,96.4,95.09,95.61,2024400,87.61
"2012-07-23",95.11,95.11,93.87,94.39,1546900,86.49
"2012-07-24",94.52,94.52,93.43,94.08,1278300,86.21
"2012-07-25",94.19,94.25,93.2,93.75,1462300,85.91
"2012-07-26",94.95,96.13,94.86,95.91,1562100,87.88
"2012-07-27",96.15,97.76,96.07,97.11,1564700,88.98
"2012-07-30",97.11,97.3,96.14,96.46,1838100,88.39
"2012-07-31",96.14,96.58,95.56,96.18,1361900,88.13
"2012-08-01",96.43,97.17,95.63,95.94,2839100,87.91
"2012-08-02",95.6,96.34,95,95.7,1373500,87.69
"2012-08-03",97,97.38,96.71,97.21,1371600,89.08
"2012-08-06",97.18,97.2,96.42,96.5,1071400,88.42
"2012-08-07",96.72,96.93,95.75,95.8,1705400,87.78
"2012-08-08",95.94,96.35,95.44,95.63,1369700,87.88
"2012-08-09",95.82,95.9,95.05,95.37,1007000,87.64
"2012-08-10",95.02,95.43,94.51,95.3,1214900,87.58
"2012-08-13",95.08,95.63,94.84,95.63,830500,87.88
"2012-08-14",96,96,95.37,95.67,1187400,87.92
"2012-08-15",95.84,96.89,95.51,96.47,1082300,88.65
"2012-08-16",96.23,96.61,95.7,96.48,1638100,88.66
"2012-08-17",96.79,96.84,95.86,96.14,1520600,88.35
"2012-08-20",96,96.12,95.64,96.02,684400,88.24
"2012-08-21",95.95,96.13,95.16,95.29,1256200,87.57
"2012-08-22",95.33,95.98,95.05,95.53,842300,87.79
"2012-08-23",95.18,95.49,94.69,94.74,1155700,87.06
"2012-08-24",94.68,96.41,94.39,96.25,1257400,88.45
"2012-08-27",96.15,96.85,95.83,96.64,1112100,88.81
"2012-08-28",96.32,97.13,96.21,96.57,908000,88.74
"2012-08-29",95.6,97.27,95.6,97.11,1494700,89.24
"2012-08-30",97.56,99.06,96.55,98.59,2426400,90.6
"2012-08-31",99.28,99.28,97.71,97.87,1692600,89.94
"2012-09-04",97.79,98.61,97.07,98.15,1184800,90.2
"2012-09-05",98.25,98.48,97.77,98.22,1156500,90.26
"2012-09-06",98.72,99.99,98.72,99.98,1462500,91.88
"2012-09-07",100,100,99.17,99.72,937600,91.64
"2012-09-10",99.49,100.71,99.34,100.45,1288500,92.31
"2012-09-11",100.37,100.54,99.46,99.52,1626900,91.45
"2012-09-12",99.99,100.96,99.5,100.89,1770600,92.71
"2012-09-13",100.79,102.89,100.54,102.75,1901900,94.42
"2012-09-14",102.68,102.88,101.95,102.18,3195300,93.9
"2012-09-17",102.1,102.78,101.98,102.25,1306900,93.96
"2012-09-18",102.2,102.21,101.7,101.99,1464100,93.72
"2012-09-19",102.4,102.42,101.71,101.88,1664000,93.62
"2012-09-20",101.58,102.68,101.5,102.64,1356100,94.32
"2012-09-21",102.76,103.51,102.08,102.36,3328600,94.06
"2012-09-24",102.75,102.95,102.22,102.61,1223800,94.29
"2012-09-25",102.48,103.11,101.43,101.44,1790400,93.22
"2012-09-26",101.86,102.77,100.96,101,1635200,92.81
"2012-09-27",101.06,101.7,100.13,100.3,1821100,92.17
"2012-09-28",100.22,100.46,99.75,100.16,1788700,92.04
"2012-10-01",100.63,101.87,100.29,100.51,1873600,92.36
"2012-10-02",100.86,101.37,99.33,99.49,2050700,91.43
"2012-10-03",99.25,99.96,98.75,99.62,2787900,91.55
"2012-10-04",100,101.69,99.96,101.48,2051800,93.26
"2012-10-05",101.8,102.4,101.54,101.79,1192300,93.54
"2012-10-08",101.59,101.77,101.06,101.35,813100,93.14
"2012-10-09",101.35,101.77,99.56,99.64,1606500,91.56
"2012-10-10",102.4,104.43,101.3,101.56,5739800,93.33
"2012-10-11",101.83,102,98.3,98.32,4753200,90.35
"2012-10-12",98.06,98.48,96.18,97.55,7552500,89.64
"2012-10-15",98.07,98.13,96.44,96.51,4005200,88.69
"2012-10-16",96.97,97.52,96.51,97,3788300,89.14
"2012-10-17",97.15,97.36,95.78,96.78,4113700,88.94
"2012-10-18",96.87,97.36,96.25,96.33,2804300,88.52
"2012-10-19",96.1,96.23,94.46,94.78,3859900,87.1
"2012-10-22",94.68,95.32,94.13,95,3097700,87.3
"2012-10-23",94.47,95.81,93.84,95.18,3357400,87.47
"2012-10-24",95.04,96.25,94.5,95.62,4327600,87.87
"2012-10-25",96,96.63,95.77,96.62,2734800,88.79
"2012-10-26",96.42,97.52,96.12,96.94,2998900,89.08
"2012-10-31",97.89,98.78,97.4,98.43,3534300,90.45
"2012-11-01",98.59,98.8,97.13,97.13,2941200,89.26
"2012-11-02",97.85,98.12,96.04,96.12,2025500,88.33
"2012-11-05",95.76,97.8,95.45,97.73,2199500,89.81
"2012-11-06",97.98,99.6,97.92,98.79,2410300,90.78
"2012-11-07",97.93,98.12,96.06,97.3,2620100,89.41
"2012-11-08",96.96,97.44,94.74,94.74,2906000,87.06
"2012-11-09",94.51,96.2,94.43,95.46,2542800,87.72
"2012-11-12",95.42,96.16,95.09,95.98,1632800,88.2
"2012-11-13",95.46,96.63,95.25,95.69,2328400,87.94
"2012-11-14",95.6,95.97,94.16,94.47,3587500,87.06
"2012-11-15",94,95.88,93.51,95.7,2445500,88.2
"2012-11-16",95.52,96.23,94.64,95.69,3105400,88.19
"2012-11-19",96.68,96.83,95.37,96.57,2877500,89
"2012-11-20",96.79,97.12,96.2,97.12,1783200,89.51
"2012-11-21",97.22,97.4,96.47,96.74,1045500,89.16
"2012-11-23",97,97.93,96.56,97.92,671900,90.24
"2012-11-26",97.36,97.53,95.83,96.26,1531200,88.71
"2012-11-27",96.3,97.33,95.77,96.51,2428000,88.94
"2012-11-28",100.44,102.62,100,102.58,10407800,94.54
"2012-11-29",103.08,103.21,101.56,101.88,6360500,93.89
"2012-11-30",102.48,104.5,101.66,103.92,4951400,95.77
"2012-12-03",104.82,104.82,103.9,104.59,4268800,96.39
"2012-12-04",104.55,104.92,104.02,104.4,3850200,96.22
"2012-12-05",104.56,105.97,104.3,105.95,8470800,97.64
"2012-12-06",98.44,99.63,98.08,98.47,5057500,97.17
"2012-12-07",98.88,99.01,98.17,98.56,3093800,97.26
"2012-12-10",98.9,99.27,98.55,98.95,2317000,97.64
"2012-12-11",99,99.65,98.07,98.31,4021200,97.01
"2012-12-12",99.02,99.39,97.25,97.72,5390300,96.43
"2012-12-13",98.05,98.87,97.34,97.85,2715100,96.56
"2012-12-14",97,97.96,96.85,96.92,2160800,95.64
"2012-12-17",97.01,98.9,97,98.78,2847800,97.48
"2012-12-18",98.9,99.96,98.64,99.86,2900500,98.54
"2012-12-19",99.49,100.22,98.64,98.68,3153300,97.38
"2012-12-20",99.22,99.43,98.14,99.2,1964100,97.89
"2012-12-21",98.43,99.55,97.64,99.49,4167700,98.18
"2012-12-24",99.12,99.94,98.78,99.44,933700,98.13
"2012-12-26",99.26,99.7,98.12,98.68,1456300,97.38
"2012-12-27",98.52,98.72,97.13,97.92,2057400,96.63
"2012-12-28",97.17,97.89,96.94,96.97,1651300,95.69
"2012-12-31",96.85,98.93,96.51,98.73,2412700,97.43
"2013-01-02",100.6,101.45,100.21,101.45,3153800,100.11
"2013-01-03",102.11,103.02,101.76,102.49,3872400,101.14
"2013-01-04",102.55,102.91,101.55,102.16,1989000,100.81
"2013-01-07",101.09,101.73,100.9,101.37,1663900,100.03
"2013-01-08",101,101.79,100.73,101.18,2189900,99.84
"2013-01-09",101.03,101.5,100.75,101.23,1834400,99.89
"2013-01-10",101.35,101.5,100.13,100.74,2328500,99.41
"2013-01-11",101,101.49,100.07,100.28,2206300,98.96
"2013-01-14",100.34,101.9,99.7,100.37,2155100,99.05
"2013-01-15",99.85,101.52,99.81,101.15,1725200,99.82
"2013-01-16",100.73,101.61,100.65,101.53,1201700,100.19
"2013-01-17",101.57,101.75,100.96,100.96,2095400,99.63
"2013-01-18",100.9,101.45,100.62,101.2,2341600,99.86
"2013-01-22",101.43,102.17,101.17,102.15,2004500,100.8
"2013-01-23",102.3,102.75,101.77,102.12,1442800,100.77
"2013-01-24",102.39,103.53,102.29,102.89,1515400,101.53
"2013-01-25",102.96,103.13,102.01,102.36,1612800,101.01
"2013-01-28",102.62,102.75,102,102.49,1631700,101.14
"2013-01-29",102.15,103.53,102.1,103.36,2073100,102
"2013-01-30",103,103.11,102.3,102.53,1939800,101.18
"2013-01-31",102.5,103.15,102.11,102.34,1656300,100.99
"2013-02-01",102.89,104.35,102.59,104.15,2316000,102.78
"2013-02-04",104.11,104.11,102.34,102.48,1728600,101.13
"2013-02-05",102.75,103.97,102.28,103.31,1842400,101.95
"2013-02-06",102.88,103.19,100.94,101.7,3192000,100.63
"2013-02-07",101.77,102.31,101.2,101.85,3007300,100.77
"2013-02-08",102.38,102.96,101.81,102.79,1726400,101.7
"2013-02-11",102.87,102.94,101.76,101.99,1457400,100.91
"2013-02-12",102.21,102.23,101.53,101.76,1203200,100.69
"2013-02-13",101.98,102.37,100.95,101.63,1224400,100.56
"2013-02-14",101.04,102.06,101.01,102.02,2211200,100.94
"2013-02-15",101.79,103.13,101.03,102.17,4239800,101.09
"2013-02-19",102.35,102.4,101.47,101.9,1894200,100.82
"2013-02-20",102.18,102.63,101.05,101.08,1915100,100.01
"2013-02-21",101.17,101.42,100.26,100.69,2730500,99.63
"2013-02-22",101.07,101.3,100.23,101.16,1576200,100.09
"2013-02-25",101.64,102.13,100.06,100.09,1644000,99.03
"2013-02-26",100.1,100.76,99.31,99.45,2915100,98.4
"2013-02-27",99.67,101.54,98.95,100.73,2511000,99.67
"2013-02-28",101.07,102.37,100.79,101.29,2213200,100.22
"2013-03-01",100.82,101.65,100.26,101.42,1790100,100.35
"2013-03-04",101.26,103.46,101.16,103.43,1942000,102.34
"2013-03-05",103.68,103.88,102.75,103.15,1611700,102.06
"2013-03-06",103.15,103.49,102.36,102.56,1254400,101.48
"2013-03-07",103.55,103.98,101.9,101.97,2603300,100.89
"2013-03-08",102.58,103.26,101.86,103.04,1549200,101.95
"2013-03-11",103.55,103.69,102.35,102.44,2120800,101.36
"2013-03-12",103.61,105.52,103.26,103.75,3795000,102.65
"2013-03-13",103.99,104.19,102.91,103.42,2459100,102.33
"2013-03-14",103.27,104.03,102.91,102.91,2316700,101.82
"2013-03-15",102.55,102.99,101.51,101.75,4001800,100.68
"2013-03-18",101.34,102.01,101.01,101.68,2138000,100.61
"2013-03-19",101.86,102.54,101.13,102.12,2240300,101.04
"2013-03-20",102.44,103.36,102.34,103.08,2316400,101.99
"2013-03-21",102.85,103.97,102.68,103.52,2216900,102.43
"2013-03-22",103.46,105.12,103.44,105.11,2036100,104
"2013-03-25",105.19,105.77,104.56,105.47,2315300,104.36
"2013-03-26",105.69,106.01,105.44,105.97,1452800,104.85
"2013-03-27",105.24,106.77,105.04,106.64,1971500,105.51
"2013-03-28",106.66,107.06,105.61,106.11,1672900,104.99
"2013-04-01",106,106.59,105.38,105.81,1005700,104.69
"2013-04-02",106.27,107.75,106.03,107.68,1831900,106.54
"2013-04-03",107.5,107.74,106,106.36,1833200,105.24
"2013-04-04",106.26,106.89,105.46,106.36,1575700,105.24
"2013-04-05",105.3,105.97,104.45,105.8,1678900,104.68
"2013-04-08",106.45,107.09,105.87,107.04,1077600,105.91
"2013-04-09",107.25,107.28,105.59,105.79,1947300,104.67
"2013-04-10",105.73,106.52,105.53,105.75,1757200,104.63
"2013-04-11",105.88,106.4,105.19,106.01,2319400,104.89
"2013-04-12",106.14,106.79,105.65,106.13,1437700,105.01
"2013-04-15",105.45,106.22,104.13,104.21,1818400,103.11
"2013-04-16",104.73,105.79,104.55,105.55,2796500,104.44
"2013-04-17",104.77,105.25,104.34,104.77,1882600,103.66
"2013-04-18",104.76,105.12,103.33,103.61,1854300,102.52
"2013-04-19",103.2,104.65,103.2,104.45,2215600,103.35
"2013-04-22",104.43,105.78,104.27,105.16,2048400,104.05
"2013-04-23",105.74,107.35,105.54,107.25,1731100,106.12
"2013-04-24",107.46,108.35,107.3,107.83,2234300,106.69
"2013-04-25",108.35,109.34,107.8,109.13,1848100,107.98
"2013-04-26",108.9,109.75,108.38,109.27,2146700,108.12
"2013-04-29",109.3,109.47,108.47,108.63,1728300,107.48
"2013-04-30",108.12,108.57,107.68,108.43,1561400,107.28
"2013-05-01",108.13,109,107.96,108.22,1199400,107.08
"2013-05-02",108.17,109.29,107.72,108.69,1442900,107.54
"2013-05-03",109.93,110.41,109.01,109.75,1407600,108.59
"2013-05-06",109.71,110.25,109.03,109.09,1112700,107.94
"2013-05-07",109.02,109.78,108.66,109.71,1617400,108.55
"2013-05-08",109.9,110.25,109.4,109.61,863800,108.45
"2013-05-09",109.88,110.15,108.88,109.14,1306300,107.99
"2013-05-10",109.41,110.15,109.17,109.99,1239600,108.83
"2013-05-13",109.69,110.32,109.6,110.01,1246600,108.85
"2013-05-14",110.29,111.72,109.89,111.39,1932800,110.21
"2013-05-15",110.86,112.95,110.69,112.82,1810600,111.94
"2013-05-16",112.59,113,111.22,111.51,1533600,110.64
"2013-05-17",112.21,113.19,111.64,113.05,1678300,112.17
"2013-05-20",113.06,113.13,111.95,112.02,1664300,111.15
"2013-05-21",112.48,113.96,112.21,113.48,1946000,112.59
"2013-05-22",113.33,114.72,112.93,113.38,2524300,112.5
"2013-05-23",112.73,114.2,111.85,113.19,2225200,112.31
"2013-05-24",112.48,114.69,112.25,114.39,1769800,113.5
"2013-05-28",115.1,115.77,114.03,114.83,2693700,113.93
"2013-05-29",114.53,114.65,112.74,112.95,1834000,112.07
"2013-05-30",114.28,115.49,111.87,111.88,3459400,111.01
"2013-05-31",112.12,112.74,109.63,109.63,3537200,108.77
"2013-06-03",109.92,111.05,108.57,110.88,2341400,110.01
"2013-06-04",110.86,111.81,109.9,110.66,1855200,109.8
"2013-06-05",110.12,110.59,108.88,109.17,2018400,108.32
"2013-06-06",109.54,111.13,109.38,111.09,2186800,110.22
"2013-06-07",111.24,111.95,110.17,110.58,2013400,109.72
"2013-06-10",110.93,111.03,109.64,110.31,1563900,109.45
"2013-06-11",109.75,111,109.52,110.02,1066300,109.16
"2013-06-12",110.75,110.82,109.11,109.4,1320200,108.55
"2013-06-13",109.17,111.14,109.02,110.88,1230500,110.01
"2013-06-14",110.37,111.62,110.33,111,1318000,110.13
"2013-06-17",111.75,112.5,110.94,111.7,1441700,110.83
"2013-06-18",111.54,112.2,111.2,112.09,1250200,111.22
"2013-06-19",112.23,112.59,110.14,110.19,1458600,109.33
"2013-06-20",109.73,109.73,107.38,107.56,2211900,106.72
"2013-06-21",108.39,109.58,107.9,108.65,3111500,107.8
"2013-06-24",107.46,110.6,107.44,109.64,1832300,108.78
"2013-06-25",110.68,110.68,109.24,110.25,1607800,109.39
"2013-06-26",110.45,111.47,110.1,111.18,1539200,110.31
"2013-06-27",111.57,112.35,111.24,111.49,922200,110.62
"2013-06-28",111.21,112.22,110.52,110.57,1853600,109.71
"2013-07-01",111.55,111.81,110.32,110.43,1112700,109.57
"2013-07-02",110.63,111.87,110.45,110.85,1279700,109.99
"2013-07-03",110.43,111.29,110.06,110.91,752200,110.04
"2013-07-05",112.24,112.31,110.71,111.76,1366700,110.89
"2013-07-08",112.34,112.97,112.07,112.62,1525200,111.74
"2013-07-09",113.09,113.6,112.75,113.35,1360800,112.47
"2013-07-10",113.48,114.04,113.31,113.65,1274300,112.76
"2013-07-11",114.84,115.94,114.34,115.89,1549900,114.99
"2013-07-12",115.47,116.88,115.2,116.46,2233300,115.55
"2013-07-15",116,116.24,115.12,115.89,1156500,114.99
"2013-07-16",116.17,116.74,115.55,116.53,1295200,115.62
"2013-07-17",116.96,117.7,116.35,117.4,1276900,116.48
"2013-07-18",117.34,117.6,116.4,117.06,1180700,116.15
"2013-07-19",117.58,118.14,116.57,118.07,1639200,117.15
"2013-07-22",118.82,118.83,117.65,118.05,1158000,117.13
"2013-07-23",118.37,119.15,118.29,119.1,1079600,118.17
"2013-07-24",119,119.39,117.25,117.9,1726900,116.98
"2013-07-25",117.09,117.68,116.66,117.45,1352200,116.53
"2013-07-26",116.77,117,115.54,116.57,1863100,115.66
"2013-07-29",116.48,117.7,116.24,117.14,1198100,116.23
"2013-07-30",117.84,118.31,116.77,116.93,1162500,116.02
"2013-07-31",117.55,118.1,116.97,117.42,1925200,116.5
"2013-08-01",118.07,118.6,117.65,118.34,1255700,117.42
"2013-08-02",118.3,119.5,117.92,119.37,1503600,118.44
"2013-08-05",119.45,120.2,118.94,120.07,1336700,119.13
"2013-08-06",119.24,119.92,119.02,119.5,1308500,118.57
"2013-08-07",119.15,119.52,118.46,119.34,1297600,118.72
"2013-08-08",118.06,118.91,116.08,117.39,2372700,116.78
"2013-08-09",116.86,117.25,115.37,115.63,1676800,115.03
"2013-08-12",115.59,116.21,115.02,115.73,1596800,115.13
"2013-08-13",116.34,116.35,114.75,115.65,1230300,115.05
"2013-08-14",115.15,115.25,113.59,113.78,1656500,113.19
"2013-08-15",112.46,112.78,111.51,111.79,1656600,111.21
"2013-08-16",111.77,112.51,111.65,111.9,1651000,111.32
"2013-08-19",111.9,112.94,111.8,112.08,1259500,111.49
"2013-08-20",112.24,113.29,112.1,112.84,1448500,112.25
"2013-08-21",112.63,112.87,111.85,111.96,1329300,111.38
"2013-08-22",112.05,112.58,111.9,112.24,998500,111.65
"2013-08-23",112.59,113.49,111.66,113.07,1444900,112.48
"2013-08-26",113,113.12,111.84,111.87,1031500,111.29
"2013-08-27",111.23,111.87,111.03,111.67,1415500,111.09
"2013-08-28",111.72,111.72,110.36,110.46,1648900,109.88
"2013-08-29",110.29,111.89,110.19,111.39,1388000,110.81
"2013-08-30",111.74,112.19,111.15,111.87,1207700,111.29
"2013-09-03",112.81,113.13,111.55,111.98,1204600,111.4
"2013-09-04",111.99,112.28,111.35,111.5,1397900,110.92
"2013-09-05",113,115.1,113,114.62,2564100,114.02
"2013-09-06",114.3,115.01,113.12,114.35,2232000,113.75
"2013-09-09",114.17,115.47,113.93,115.35,1262000,114.75
"2013-09-10",115.85,117.56,115.53,117.32,1665400,116.71
"2013-09-11",117.57,119.34,117.5,119.25,1808600,118.63
"2013-09-12",119.06,119.33,117.86,118.19,1371000,117.57
"2013-09-13",118.53,118.57,116.91,117.03,1661000,116.42
"2013-09-16",118.36,118.46,116.96,117.35,1767100,116.74
"2013-09-17",117.3,118.52,117.09,117.91,990900,117.29
"2013-09-18",117.68,119.06,116.96,118.64,1858800,118.02
"2013-09-19",119.07,119.47,118.64,119.2,1219500,118.58
"2013-09-20",119.36,119.45,117.61,117.94,2587100,117.32
"2013-09-23",117.08,118.17,117.05,117.57,1762600,116.96
"2013-09-24",117.32,118.08,116.32,116.34,1650000,115.73
"2013-09-25",116.45,116.57,115,115.41,2268800,114.81
"2013-09-26",115.89,116.48,115.24,116.4,1039100,115.79
"2013-09-27",115.61,116.21,115.42,115.72,897500,115.12
"2013-09-30",115.03,115.56,114.74,115.17,1829000,114.57
"2013-10-01",115.11,115.17,114.65,115,1452200,114.4
"2013-10-02",114.62,115.09,114.32,114.82,1640200,114.22
"2013-10-03",114.34,115.14,113.9,114.42,1608000,113.82
"2013-10-04",114.18,114.95,114.03,114.44,1084900,113.84
"2013-10-07",113.81,114.17,113.36,113.41,1293900,112.82
"2013-10-08",113.49,113.79,112.12,112.21,2145400,111.62
"2013-10-09",111.08,115.23,110.15,114.59,5852500,113.99
"2013-10-10",114.98,115.96,114.13,115.7,2388300,115.1
"2013-10-11",115.16,116,114.74,115.9,1563000,115.29
"2013-10-14",115.01,116.3,115.01,116.26,1195100,115.65
"2013-10-15",115.76,116.11,115.27,115.36,1503100,114.76
"2013-10-16",116.27,117.49,115.62,117.36,1854900,116.75
"2013-10-17",117.23,118.7,117.1,118.26,2099700,117.64
"2013-10-18",118.32,118.35,116.63,117.64,2727100,117.03
"2013-10-21",117.41,117.5,116.75,117.38,1454600,116.77
"2013-10-22",117.18,118.89,117.09,117.81,1386000,117.19
"2013-10-23",117.25,118.03,117.02,117.16,1183200,116.55
"2013-10-24",115.54,116.8,115.18,116.24,2250100,115.63
"2013-10-25",115.97,116.46,115.29,116.44,1837400,115.83
"2013-10-28",116.2,118.29,116.2,117.35,1802400,116.74
"2013-10-29",117.67,118.99,117.37,118.75,1881000,118.13
"2013-10-30",118.59,118.9,117.21,117.76,1108600,117.15
"2013-10-31",117.86,118.6,117.47,118,1587700,117.38
"2013-11-01",118.71,119.8,118.55,119.62,2185100,119
"2013-11-04",120,120.4,119.26,120.34,1588900,119.71
"2013-11-05",120.15,120.43,119.1,120.13,1419700,119.5
"2013-11-06",120.44,124.56,120.32,124.07,3059000,123.42
"2013-11-07",124.74,124.74,122.51,122.78,2459500,122.14
"2013-11-08",122.21,122.89,121.12,122.78,2314300,122.14
"2013-11-11",122.74,123.67,122.1,123.02,1275700,122.38
"2013-11-12",121.61,122.73,121.52,122.45,1588000,121.81
"2013-11-13",121.91,123.17,121.6,123.17,1679300,122.84
"2013-11-14",123.39,124.06,122.85,123.74,1488000,123.41
"2013-11-15",123.66,124.69,123.39,124.29,1784200,123.95
"2013-11-18",124.66,124.66,122.92,123.31,1327600,122.98
"2013-11-19",123.54,124.1,123.12,123.63,1233600,123.3
"2013-11-20",124,124.21,122.43,122.76,1135900,122.43
"2013-11-21",122.95,124.2,122.31,123.89,1164200,123.56
"2013-11-22",124.26,125.35,124,125.21,1502000,124.87
"2013-11-25",125.67,126.12,124.9,125.17,1391900,124.83
"2013-11-26",125.21,126.12,125.04,125.18,1597700,124.84
"2013-11-27",125.65,125.89,125.2,125.38,873400,125.04
"2013-11-29",125.7,126.03,125.14,125.43,725400,125.09
"2013-12-02",125.66,125.69,123.45,123.69,1444900,123.36
"2013-12-03",123.72,123.97,122.97,123.82,1767900,123.49
"2013-12-04",123.26,124.46,122.36,122.97,1644000,122.64
"2013-12-05",121.5,122.35,120.5,120.95,3329000,120.62
"2013-12-06",122,122.15,121.02,122.06,1734800,121.73
"2013-12-09",122.82,122.84,121.38,121.66,2192500,121.33
"2013-12-10",121.19,121.48,119.97,120.04,3163300,119.72
"2013-12-11",118.1,120.3,116.97,118.57,6113600,118.25
"2013-12-12",118.52,119.4,118.1,118.22,2023600,117.9
"2013-12-13",119.01,119.05,117.41,117.91,1722600,117.59
"2013-12-16",117.92,118.9,117.53,118,2069500,117.68
"2013-12-17",118.17,118.36,117.02,117.55,1722800,117.23
"2013-12-18",117.78,118.6,115.85,118.5,3167600,118.18
"2013-12-19",117.84,118.44,117.25,117.99,2339400,117.67
"2013-12-20",117.69,119.05,117.69,118.53,3007000,118.21
"2013-12-23",119.1,119.13,118.13,118.69,1181600,118.37
