"","BF.B.Open","BF.B.High","BF.B.Low","BF.B.Close","BF.B.Volume","BF.B.Adjusted"
"2013-09-27",69.01,69.05,68.41,68.77,205700,68.77
"2013-09-30",68.49,68.78,67.92,68.13,315300,68.13
"2013-10-01",68.28,69.12,67.83,69.12,430900,69.12
"2013-10-02",68.62,69.2,67.59,68.35,627800,68.35
"2013-10-03",68,68.26,67.51,67.75,429200,67.75
"2013-10-04",67.7,68.97,67.63,68.75,366400,68.75
"2013-10-07",67.96,68.91,67.96,68.59,292500,68.59
"2013-10-08",68.43,68.99,67.84,67.86,356400,67.86
"2013-10-09",68.12,68.29,67.25,67.4,281500,67.4
"2013-10-10",68.05,69.82,68.05,69.82,324500,69.82
"2013-10-11",69.9,70.26,69.67,70.23,386200,70.23
"2013-10-14",69.72,70.44,69.72,70.4,456600,70.4
"2013-10-15",70.01,70.47,69.56,69.75,366200,69.75
"2013-10-16",70,71.21,70,71.14,412000,71.14
"2013-10-17",70.94,72.48,70.8,72.44,411200,72.44
"2013-10-18",73.02,73.3,71.89,72.61,536400,72.61
"2013-10-21",72.19,73.1,71.23,72.63,262000,72.63
"2013-10-22",72.83,73.49,72.56,73.2,188500,73.2
"2013-10-23",72.83,72.99,72.14,72.46,257800,72.46
"2013-10-24",72.74,72.78,72.07,72.42,240400,72.42
"2013-10-25",72.62,72.86,71.27,72.8,260900,72.8
"2013-10-28",73.18,74.01,72.92,73.96,355400,73.96
"2013-10-29",73.98,74.68,73.73,74.55,426100,74.55
"2013-10-30",74.65,74.96,73.84,73.88,248500,73.88
"2013-10-31",73.83,74.19,72.88,72.98,384500,72.98
"2013-11-01",72.88,73.28,72.52,73.09,278500,73.09
"2013-11-04",73.27,73.58,72.76,73.54,244800,73.54
"2013-11-05",73.42,74,72.78,73.54,318200,73.54
"2013-11-06",73.69,74.13,73.16,74.12,261000,74.12
"2013-11-07",74.23,74.46,72.86,72.99,333700,72.99
"2013-11-08",73.3,74.25,72.11,74.21,266700,74.21
"2013-11-11",74.35,74.45,73.53,73.94,209300,73.94
"2013-11-12",73.92,74.25,73.25,73.85,197300,73.85
"2013-11-13",73.44,74.47,72.99,74.26,301500,74.26
"2013-11-14",74.69,75.08,74.15,74.81,151000,74.81
"2013-11-15",74.57,75.35,74.41,75.09,177600,75.09
"2013-11-18",75.56,76.44,74.68,75.08,229800,75.08
"2013-11-19",74.84,75.51,74.54,74.82,181600,74.82
"2013-11-20",74.92,75.13,74.1,74.49,160000,74.49
"2013-11-21",74.81,75.43,74.72,75.36,159800,75.36
"2013-11-22",75.14,75.6,74.66,75.38,168800,75.38
"2013-11-25",75.39,76.21,75.17,75.55,214400,75.55
"2013-11-26",76.13,76.13,75.15,75.39,244600,75.39
"2013-11-27",75.73,76.21,75.15,75.65,152300,75.65
"2013-11-29",75.62,76.19,74.96,75.02,125500,75.02
"2013-12-02",75,75.92,73.68,73.88,410800,73.88
"2013-12-03",74.09,74.84,73.4,74.5,466900,74.5
"2013-12-04",74.92,75.43,73.75,74.94,473200,74.94
"2013-12-05",74.74,75.08,74.39,74.41,343200,74.41
"2013-12-06",76.68,76.69,74.95,76.31,425900,76.31
"2013-12-09",76.73,76.73,75.64,76.16,392800,76.16
"2013-12-10",75.82,76.11,75.01,75.2,339300,75.2
"2013-12-11",75.25,76,74.78,74.89,450400,74.89
"2013-12-12",75.06,75.09,73.37,73.46,266600,73.46
"2013-12-13",73.76,74.08,72.92,73.37,293200,73.37
"2013-12-16",73.4,74.81,73.4,73.83,207400,73.83
"2013-12-17",73.81,74,73.02,73.21,306000,73.21
"2013-12-18",73.4,75.02,72.5,74.9,348000,74.9
"2013-12-19",74.98,75.24,73.92,74.43,287400,74.43
"2013-12-20",74.63,75.29,74.38,75.14,582100,75.14
"2013-12-23",75.5,75.92,74.7,75.01,238300,75.01
"2013-12-24",75.19,75.19,74.49,75.06,66900,75.06
"2013-12-26",75.14,75.28,74.33,75.01,197900,75.01
"2013-12-27",75.64,75.94,74.86,75.41,184900,75.41
"2013-12-30",75.4,75.87,75.16,75.55,213700,75.55
"2013-12-31",75.7,75.7,75.02,75.57,206500,75.57
"2014-01-02",75.55,75.68,74.01,74.65,352200,74.65
"2014-01-03",74.88,75.31,74.59,74.93,256300,74.93
"2014-01-06",75.23,75.23,74.26,74.28,432600,74.28
"2014-01-07",74.47,75.04,74.2,74.77,448800,74.77
"2014-01-08",74.66,74.86,73.44,74.08,753200,74.08
"2014-01-09",74.24,74.88,74.01,74.69,567400,74.69
"2014-01-10",75.05,75.49,74.83,75.2,370000,75.2
"2014-01-13",75.55,78.72,75.55,78.22,872400,78.22
"2014-01-14",78.41,78.62,77.83,78.19,758700,78.19
"2014-01-15",78.15,78.82,77.61,78.8,449900,78.8
"2014-01-16",79.33,80.43,78.98,80.22,797400,80.22
"2014-01-17",80.33,80.76,79.16,79.2,885700,79.2
"2014-01-21",79.9,80.22,79.36,80.03,478900,80.03
"2014-01-22",79.92,80.16,79.13,79.52,592300,79.52
"2014-01-23",79.29,79.43,78.61,78.92,381600,78.92
"2014-01-24",78.65,79.02,77.75,77.76,406100,77.76
"2014-01-27",77.74,78.89,77.63,78.35,627000,78.35
"2014-01-28",78.4,79.9,78.38,79.58,538500,79.58
"2014-01-29",75.26,78.99,75.26,78.01,564800,78.01
"2014-01-30",78.23,79,77.27,78.05,717400,78.05
"2014-01-31",76.99,77.74,76.37,77,683500,77
"2014-02-03",76.87,77.45,75.54,76.03,820700,76.03
"2014-02-04",76.69,76.79,75.94,76.73,498500,76.73
"2014-02-05",76.47,76.84,75.81,75.85,492600,75.85
"2014-02-06",75.99,77.21,75.78,77.15,320200,77.15
"2014-02-07",77.38,78.63,77.06,78.58,442200,78.58
"2014-02-10",78.42,78.75,77.59,78.54,385800,78.54
"2014-02-11",78.52,79.47,78.15,79.43,536400,79.43
"2014-02-12",79.98,80.19,79.36,79.95,466700,79.95
"2014-02-13",79.61,80.68,79.34,80.59,342600,80.59
"2014-02-14",80.31,81.09,80.09,80.95,442100,80.95
"2014-02-18",81.11,81.51,80.65,81.12,366400,81.12
"2014-02-19",80.77,81.81,80.66,81.02,302200,81.02
"2014-02-20",81.06,81.99,80.32,81.54,346200,81.54
"2014-02-21",81.57,81.74,81.11,81.68,424600,81.68
"2014-02-24",82.25,83.28,81.67,83.11,512700,83.11
"2014-02-25",83.61,84.1,83.04,83.9,814300,83.9
"2014-02-26",84.1,84.69,82.9,82.99,516800,82.99
"2014-02-27",82.91,83.77,82.7,83.43,390000,83.43
"2014-02-28",83.52,84.13,83.08,83.8,367800,83.8
"2014-03-03",83.48,83.76,82.63,83.17,375600,83.17
"2014-03-04",83.99,84.49,83.85,84.3,566300,84.3
"2014-03-05",86.55,88.32,86.01,87.11,777600,87.11
"2014-03-06",87.36,88.26,86.82,88.2,478800,88.2
"2014-03-07",88.5,88.73,87.4,88.1,463100,88.1
"2014-03-10",88.09,88.36,87.64,88.14,381300,88.14
"2014-03-11",88.53,88.53,87.53,87.95,326400,87.95
"2014-03-12",87.45,87.86,86.85,87.56,424500,87.56
"2014-03-13",87.93,88,86.48,87.01,335400,87.01
"2014-03-14",86.87,87.94,86.87,87.13,356100,87.13
"2014-03-17",87.39,88.36,87.15,88.36,386000,88.36
