"","PPG.Open","PPG.High","PPG.Low","PPG.Close","PPG.Volume","PPG.Adjusted"
"2012-04-10",94.09,94.38,91.85,92.09,3233800,88.98
"2012-04-11",93.32,94.88,93.12,94.54,1502500,91.34
"2012-04-12",94.76,97.12,94.44,96.83,1675800,93.56
"2012-04-13",96.32,96.61,95.6,95.72,1406000,92.48
"2012-04-16",97.23,97.49,95.51,96.9,1237500,93.62
"2012-04-17",97.57,98.74,97.26,98.34,1226100,95.02
"2012-04-18",97.64,98.89,97.16,98.47,1580600,95.14
"2012-04-19",98.97,101.9,97.39,101,3662900,97.59
"2012-04-20",101.3,102.18,100.29,101.29,2009500,97.87
"2012-04-23",100.59,101.04,99.4,101.01,1677000,97.6
"2012-04-24",101.22,102.16,101.1,102,1814800,98.55
"2012-04-25",102.67,104.27,102.39,104.17,1172200,100.65
"2012-04-26",103.69,105.82,103.4,105.22,1237100,101.66
"2012-04-27",105.72,106.11,105.07,105.66,943000,102.09
"2012-04-30",105.89,106.4,104.91,105.24,1028800,101.68
"2012-05-01",105.07,107.67,104.98,107.04,1648000,103.42
"2012-05-02",106.24,107.31,106.09,107.19,1202200,103.57
"2012-05-03",107,107.95,106.55,107.2,1079600,103.58
"2012-05-04",106.6,106.75,105.42,105.67,1173200,102.1
"2012-05-07",105.01,107.04,104.95,106.9,1002600,103.29
"2012-05-08",106,106.74,104.95,106.51,1237200,103.48
"2012-05-09",104.89,106.7,104.27,105.94,1501400,102.93
"2012-05-10",106.99,107.01,105.48,105.73,974900,102.72
"2012-05-11",105.19,106.38,104.92,105.19,1036300,102.2
"2012-05-14",104,104.51,102.98,103.12,1414900,100.19
"2012-05-15",102.81,103.61,101.88,102.18,1402500,99.27
"2012-05-16",102.43,103.46,101.62,101.75,797500,98.86
"2012-05-17",102,102.14,98.77,98.85,1315900,96.04
"2012-05-18",99.67,99.75,97.09,97.56,1351000,94.79
"2012-05-21",98.13,99.72,97.62,99.54,942600,96.71
"2012-05-22",100,100.72,98.74,99.26,826100,96.44
"2012-05-23",98.36,101.25,97.87,100.8,1617500,97.93
"2012-05-24",103.87,104.59,102.24,104.2,2030300,101.24
"2012-05-25",103.52,104.65,102.65,103.18,963800,100.25
"2012-05-29",104.61,105.95,104.27,105.1,987600,102.11
"2012-05-30",104.08,104.21,101.72,102.26,1495300,99.35
"2012-05-31",102.41,104.13,101.31,103.44,1248000,100.5
"2012-06-01",100.38,101.5,98.72,98.96,1481100,96.15
"2012-06-04",98.91,99,96.74,97.77,1402700,94.99
"2012-06-05",97.34,99.16,97.3,98.99,965500,96.17
"2012-06-06",99.9,101.81,99.87,101.81,915600,98.91
"2012-06-07",103.56,104.46,102.39,102.58,1795500,99.66
"2012-06-08",102.41,103.82,101.77,103.68,580600,100.73
"2012-06-11",104.79,104.92,101.79,101.96,1030700,99.06
"2012-06-12",102.46,104.25,101.83,104.15,715400,101.19
"2012-06-13",103.37,103.63,101.58,101.91,803800,99.01
"2012-06-14",102.04,102.45,100.62,101.76,1082500,98.87
"2012-06-15",102.48,104.26,102.2,104.14,1008600,101.18
"2012-06-18",103.54,104.89,103.32,104.78,578200,101.8
"2012-06-19",105.24,106.69,105.21,106.18,774700,103.16
"2012-06-20",106.03,106.89,105.33,106.04,690600,103.02
"2012-06-21",106.1,106.43,102.25,102.42,849100,99.51
"2012-06-22",103.82,104.73,102.36,104.19,1656500,101.23
"2012-06-25",103.23,103.23,101.18,101.33,1360000,98.45
"2012-06-26",101.81,103.46,101.15,102.84,1055900,99.92
"2012-06-27",102.34,103.92,102.34,103.48,744200,100.54
"2012-06-28",103.01,103.69,101.65,103.5,1088600,100.56
"2012-06-29",105.22,106.17,104.83,106.12,770300,103.1
"2012-07-02",106.31,106.31,103.78,104.7,888200,101.72
"2012-07-03",104.48,105.24,103.93,104.88,545100,101.9
"2012-07-05",104.4,106.12,104.02,105.49,619600,102.49
"2012-07-06",104.19,105.89,103.86,105.57,886700,102.57
"2012-07-09",105.38,105.57,103,103.37,1028500,100.43
"2012-07-10",103.49,104.44,101.62,102.14,625100,99.24
"2012-07-11",102.16,102.2,99.83,100.88,1398000,98.01
"2012-07-12",99.89,101.26,99.12,100.66,752700,97.8
"2012-07-13",101.28,103.45,101.28,103.34,1021300,100.4
"2012-07-16",102.9,103.39,101.6,102.13,660100,99.23
"2012-07-17",102.59,104.32,101.92,104.13,905200,101.17
"2012-07-18",103.48,104.86,103.48,104.19,837400,101.23
"2012-07-19",109.25,112.18,106.85,111.96,4232000,108.78
"2012-07-20",110.56,114.62,109.46,113.85,2990900,110.61
"2012-07-23",110.9,112.49,110.16,110.75,2089900,107.6
"2012-07-24",111.03,111.03,107.64,108.56,1454000,105.47
"2012-07-25",109.08,109.65,107.3,107.49,1326300,104.43
"2012-07-26",109.79,109.79,107.92,108.23,1203100,105.15
"2012-07-27",109,110.68,108.79,110.42,1233700,107.28
"2012-07-30",110.26,111.86,110.1,110.99,721300,107.83
"2012-07-31",110.83,111.14,109.38,109.46,1082600,106.35
"2012-08-01",109.93,111.09,108.06,108.06,930600,104.99
"2012-08-02",107.25,108.04,105.87,107.64,1063200,104.58
"2012-08-03",109.49,109.68,108.44,109.2,1067900,106.09
"2012-08-06",109.11,110.54,108.83,109.9,1026900,106.77
"2012-08-07",110.64,111.77,109.71,111.52,1047300,108.35
"2012-08-08",110.41,111.5,108.64,111.11,976600,108.52
"2012-08-09",110.75,111.87,110.45,111.37,528700,108.78
"2012-08-10",110.74,110.82,109.82,110.82,650600,108.24
"2012-08-13",110.84,110.99,109.15,110.14,459900,107.58
"2012-08-14",110.23,110.82,108.14,108.48,852800,105.96
"2012-08-15",108.31,109.55,107.96,109.43,493300,106.88
"2012-08-16",109.76,110.29,108.85,110.04,450800,107.48
"2012-08-17",110.56,110.65,110.05,110.25,621900,107.68
"2012-08-20",109.84,110.2,108.8,109.16,698800,106.62
"2012-08-21",109.16,109.54,107.16,107.47,941500,104.97
"2012-08-22",106.9,111.07,106.86,111.05,1226300,108.47
"2012-08-23",110.55,110.7,108.74,108.99,1012700,106.45
"2012-08-24",108.96,109.48,108.17,109.15,760900,106.61
"2012-08-27",109.5,109.81,108.56,109.38,926400,106.83
"2012-08-28",108.96,109.34,108.65,108.89,677700,106.36
"2012-08-29",109.05,109.9,108.26,109.71,715500,107.16
"2012-08-30",109.24,109.57,108.29,108.49,816000,105.97
"2012-08-31",109.42,110.27,108.61,110.02,649100,107.46
"2012-09-04",109.7,109.99,107.64,108.17,803800,105.65
"2012-09-05",108.4,108.97,107.43,108.77,727600,106.24
"2012-09-06",109.59,113.01,109.35,113,1299000,110.37
"2012-09-07",113,113.7,111.03,113.14,1329800,110.51
"2012-09-10",114.73,116.79,114.35,115.79,1560000,113.1
"2012-09-11",115.93,116.48,114.79,115.87,983300,113.17
"2012-09-12",116.23,116.85,115.27,115.77,1091600,113.08
"2012-09-13",115.96,119.64,115.8,118.58,1227000,115.82
"2012-09-14",118.79,119.86,118.14,118.84,1266000,116.07
"2012-09-17",118.2,119.03,117.78,118.5,684900,115.74
"2012-09-18",118.5,118.5,116.8,117.45,745600,114.72
"2012-09-19",117.42,117.95,116.24,117.24,841900,114.51
"2012-09-20",116.36,118.46,116.01,118.37,1109100,115.62
"2012-09-21",119.29,119.3,117.38,117.59,1255300,114.85
"2012-09-24",117,117.35,116.08,116.81,615900,114.09
"2012-09-25",117.23,117.45,115,115.03,706200,112.35
"2012-09-26",115.05,115.8,114.08,114.6,626700,111.93
"2012-09-27",115.02,116.04,114.3,115.23,505700,112.55
"2012-09-28",114.26,115.21,113.19,114.84,529200,112.17
"2012-10-01",115.28,116.31,114.74,115.55,781600,112.86
"2012-10-02",115.78,115.91,114,114.63,448600,111.96
"2012-10-03",114.39,116.64,114.17,116.61,943800,113.9
"2012-10-04",117.05,117.65,116.16,117.02,742900,114.3
"2012-10-05",118.22,118.41,117.03,117.94,861800,115.2
"2012-10-08",117.53,118.03,116.38,117.72,634800,114.98
"2012-10-09",117.64,117.64,115.57,115.71,533500,113.02
"2012-10-10",115.1,115.97,114.41,115.36,768900,112.68
"2012-10-11",116.47,117.07,115.46,115.46,511400,112.77
"2012-10-12",115.59,116.15,113.39,114.23,725000,111.57
"2012-10-15",114.37,116.25,113.76,116.14,618500,113.44
"2012-10-16",116.98,118.9,115.94,117.82,894300,115.08
"2012-10-17",118.05,120,117.44,118.97,1127200,116.2
"2012-10-18",118.87,120,117.6,119.09,1032800,116.32
"2012-10-19",119.44,119.64,116.93,117.73,922100,114.99
"2012-10-22",117.33,118.33,116.33,117.7,384400,114.96
"2012-10-23",114.57,116.31,113.7,115.54,735900,112.85
"2012-10-24",116.3,117.73,115.94,117.17,884300,114.44
"2012-10-25",117.97,118,115.5,116.02,637200,113.32
"2012-10-26",116.02,116.63,115.14,116.12,524800,113.42
"2012-10-31",116.44,117.48,115.95,117.08,749700,114.36
"2012-11-01",118.68,121.94,117.38,121.8,938900,118.97
"2012-11-02",122.93,128.42,119.87,119.92,677800,117.13
"2012-11-05",119.84,121.89,119.27,121.78,497200,118.95
"2012-11-06",122.08,123.75,121.72,123.19,1227600,120.32
"2012-11-07",122.54,122.59,119.69,120.64,658600,118.4
"2012-11-08",120.66,121.36,117.58,117.61,826200,115.43
"2012-11-09",117.37,118.55,116.77,117.38,669300,115.2
"2012-11-12",117.84,118.61,116.75,117.47,932700,115.29
"2012-11-13",116.48,118.51,116.29,117.45,537300,115.27
"2012-11-14",117.83,118.12,115.99,116.31,894900,114.15
"2012-11-15",116.26,117.06,114.21,115.25,754000,113.11
"2012-11-16",115.37,115.76,113.81,115.62,752300,113.47
"2012-11-19",117.28,120.53,117.28,120.05,970300,117.82
"2012-11-20",119.83,121.59,119.05,121.55,974900,119.29
"2012-11-21",121.53,121.94,120.89,121.75,617400,119.49
"2012-11-23",122.52,123.45,122.07,123.37,215200,121.08
"2012-11-26",122.52,123.2,122.16,123.01,714400,120.73
"2012-11-27",122.73,123.11,122,122.39,1317800,120.12
"2012-11-28",121.17,122.18,119.95,121.9,1428900,119.64
"2012-11-29",122.41,123.1,121.4,122.64,960400,120.36
"2012-11-30",122.62,124.87,121.95,124.27,1561100,121.96
"2012-12-03",124.99,125,120.77,120.94,1592000,118.69
"2012-12-04",121,121.84,119.4,120.31,1293300,118.08
"2012-12-05",120.21,121.2,119.03,119.46,1516800,117.24
"2012-12-06",119.67,123.35,118.75,123.21,1413500,120.92
"2012-12-07",122.55,123.35,120.12,121.37,1591500,119.12
"2012-12-10",121.17,124.38,121.03,123.84,1108100,121.54
"2012-12-11",124.25,125.7,123.72,125.04,1359200,122.72
"2012-12-12",125.76,125.76,124.2,124.55,1381700,122.24
"2012-12-13",124.72,125.85,124.25,125.21,1481400,122.88
"2012-12-14",129.05,132.88,128.1,129.93,3486800,127.52
"2012-12-17",130.56,131.8,128.72,130.2,2149000,127.78
"2012-12-18",130.77,133.26,130.23,132.47,2066800,130.01
"2012-12-19",132.37,132.72,131.15,131.21,1284000,128.77
"2012-12-20",132.01,134.5,131.89,134.39,1302700,131.89
"2012-12-21",132.81,134.25,132.33,133.26,3380500,130.78
"2012-12-24",132.9,135.51,132.4,135.24,941800,132.73
"2012-12-26",136.2,136.22,134.72,134.74,1358200,132.24
"2012-12-27",134.45,136.79,131.45,133.12,3384300,130.65
"2012-12-28",132.18,133.73,131,132.7,2614500,130.24
"2012-12-31",132.29,135.89,132.14,135.35,2239700,132.84
"2013-01-02",138.34,140.41,137.42,138.55,3188800,135.98
"2013-01-03",138.69,138.97,137.18,137.75,2635700,135.19
"2013-01-04",138,139.61,137.25,139.47,1951200,136.88
"2013-01-07",139.14,139.27,137.08,138.26,2674500,135.69
"2013-01-08",138.29,140.48,136.2,140.23,4553500,137.63
"2013-01-09",140.69,142.74,140.48,141.4,3486700,138.77
"2013-01-10",142.26,142.38,139.99,141.77,3156200,139.14
"2013-01-11",141.83,142.87,140.92,142.1,2850200,139.46
"2013-01-14",140.5,142.75,140,141.03,2935300,138.41
"2013-01-15",139.88,141.5,139.3,140.14,2436400,137.54
"2013-01-16",139.44,139.69,137,139.13,4828300,136.55
"2013-01-17",139.53,142.75,139.12,141.98,4282500,139.34
"2013-01-18",141.47,143.5,137.75,142.73,5588400,140.08
"2013-01-22",142.79,143.74,141.04,142.77,5836600,140.12
"2013-01-23",142.36,143.77,141.86,143.41,11796200,140.75
"2013-01-24",143,146.11,142.53,143.98,10460000,141.31
"2013-01-25",145,147.99,142.67,144.21,13008900,141.53
"2013-01-28",138.7,141.75,137.17,140,8192300,137.4
"2013-01-29",140,141.3,139.13,141.06,5175900,138.44
"2013-01-30",140.79,142.91,139.76,140.23,2004800,137.63
"2013-01-31",139.17,140.2,137.77,137.87,2417400,135.31
"2013-02-01",139.35,140.92,137.95,140.56,10083700,137.95
"2013-02-04",139.74,140.29,138.36,138.94,5811000,136.36
"2013-02-05",139.43,140.44,137,138.37,6171500,135.8
"2013-02-06",137.93,138.87,136.86,138.33,4672500,135.76
"2013-02-07",138.77,139,136.03,137.97,7747000,135.41
"2013-02-08",137.99,139.28,137.39,138.88,4359700,136.3
"2013-02-11",139.15,139.7,138.15,139.35,4025800,136.76
"2013-02-12",138.39,138.39,135.45,136.45,4474100,133.92
"2013-02-13",137.02,139.77,136.95,139.11,3813000,136.53
"2013-02-14",138.66,139.36,137.91,139,2413100,136.42
"2013-02-15",139.78,140.07,138.5,139.39,1738800,136.8
"2013-02-19",138.68,139.25,135.53,135.71,2968600,133.19
"2013-02-20",135.28,135.5,131.49,131.51,2590600,129.63
"2013-02-21",130.65,130.65,128.2,130.08,2199200,128.22
"2013-02-22",130.37,132.37,130.1,132.32,1644900,130.43
"2013-02-25",132.85,133.78,130.28,130.3,1985800,128.44
"2013-02-26",130.63,133.06,130.63,132.68,1728400,130.78
"2013-02-27",132.11,135.42,131.86,134.66,1044400,132.74
"2013-02-28",134.92,135.88,134.61,134.66,1350300,132.74
"2013-03-01",133.64,135.42,132.71,134.81,927100,132.88
"2013-03-04",134.6,135.65,134.18,135.59,787300,133.65
"2013-03-05",136,136.95,135.79,136.22,836900,134.27
"2013-03-06",136.56,136.91,134.76,135.45,1299200,133.51
"2013-03-07",135.72,135.96,134.91,135.47,966400,133.53
"2013-03-08",136.21,137.54,135.48,137.34,1051900,135.38
"2013-03-11",136.91,137.96,136.91,137.78,870400,135.81
"2013-03-12",137.55,139.29,137.55,139.14,1298800,137.15
"2013-03-13",139.06,141.66,138.96,141.52,1324000,139.5
"2013-03-14",141.8,143.23,141.61,142.23,974700,140.2
"2013-03-15",142.12,143.5,139.11,141.3,1592600,139.28
"2013-03-18",139.01,141.86,138.72,141.1,668600,139.08
"2013-03-19",141.69,141.71,139.54,140.87,866100,138.86
"2013-03-20",141.36,142.16,140.84,141.01,864500,139
"2013-03-21",139.13,140.06,137.27,137.29,1016400,135.33
"2013-03-22",136.99,138.24,135.6,135.97,734400,134.03
"2013-03-25",136.31,136.47,132.64,133.89,1155400,131.98
"2013-03-26",134.69,135.9,133.83,134.04,1194100,132.12
"2013-03-27",133.07,133.7,131.95,133.42,936500,131.51
"2013-03-28",133.33,134.09,132.87,133.94,1053400,132.03
"2013-04-01",133.65,134.47,133.2,134.16,1658400,132.24
"2013-04-02",134.76,134.99,133.19,133.69,841000,131.78
"2013-04-03",134.05,134.05,132.2,132.72,1368100,130.82
"2013-04-04",133.04,134.89,132.5,133.9,915300,131.99
"2013-04-05",131.73,132.75,130.63,131.73,884300,129.85
"2013-04-08",131.6,132.06,130.56,131.45,1015900,129.57
"2013-04-09",131.52,132.95,131.38,132.65,1280900,130.75
"2013-04-10",133.11,134.88,132.82,134.66,1041100,132.74
"2013-04-11",134.69,138.13,134.62,137.61,1087000,135.64
"2013-04-12",136.95,137.44,135.52,136.25,690000,134.3
"2013-04-15",135.17,135.46,131.39,131.44,1238700,129.56
"2013-04-16",132.71,134.67,132.11,134.55,1311500,132.63
"2013-04-17",133.39,133.98,131.75,132.4,1099300,130.51
"2013-04-18",135.66,142,135.66,140.65,2390500,138.64
"2013-04-19",140.66,142.23,139.6,141.59,1803500,139.57
"2013-04-22",141.62,144.05,140.81,143.55,1105700,141.5
"2013-04-23",143.95,144.88,143.12,144.8,796700,142.73
"2013-04-24",145,145.85,144.35,144.98,891900,142.91
"2013-04-25",146,148.56,145.46,146.91,967900,144.81
"2013-04-26",146.76,146.85,144.25,144.93,572400,142.86
"2013-04-29",145.64,147.21,144.88,147.02,556200,144.92
"2013-04-30",147.1,147.36,145.63,147.14,817900,145.04
"2013-05-01",145.82,147.09,145.11,145.2,1072200,143.13
"2013-05-02",145.88,148.88,145.31,148.48,823500,146.36
"2013-05-03",150.6,152.58,150.01,152.28,1020600,150.1
"2013-05-06",152.13,152.13,150.61,151.76,572100,149.59
"2013-05-07",151.88,153.38,151.78,153.22,508800,151.03
"2013-05-08",152.96,155.18,152.38,155.14,966200,153.53
"2013-05-09",154.66,155.13,153.58,153.92,886000,152.33
"2013-05-10",153.79,154.6,153.11,154.13,540800,152.54
"2013-05-13",153.65,153.97,152.43,153.21,381700,151.62
"2013-05-14",153.49,156.86,153.34,156.81,624300,155.19
"2013-05-15",156.06,157.85,155.57,156.47,824300,154.85
"2013-05-16",156.07,157.4,155.4,155.55,495500,153.94
"2013-05-17",156.71,158.89,155.89,158.84,572400,157.2
"2013-05-20",158.36,158.48,155.8,157.06,646500,155.43
"2013-05-21",157.54,159.43,157.02,158.94,705200,157.3
"2013-05-22",158.89,160.83,156.59,157.55,646300,155.92
"2013-05-23",155.43,157.9,154.36,156.86,558800,155.24
"2013-05-24",155.64,157.43,154.33,156.83,550300,155.21
"2013-05-28",158.89,159.5,156.08,157.33,568500,155.7
"2013-05-29",156.21,157.92,155.58,157.1,383900,155.47
"2013-05-30",157.39,157.63,155.72,156.31,404800,154.69
"2013-05-31",155.63,156.54,153.61,153.61,550300,152.02
"2013-06-03",154.47,155.29,152.2,155.14,661600,153.53
"2013-06-04",154.89,156.21,152.85,153.56,566000,151.97
"2013-06-05",153.06,153.45,149.93,149.99,573100,148.44
"2013-06-06",149.15,151.58,149.04,151.27,444100,149.7
"2013-06-07",153.09,155.34,152.52,154.92,683500,153.32
"2013-06-10",155.99,155.99,153.1,154.27,318300,152.67
"2013-06-11",151.79,153.83,151.01,151.9,440600,150.33
"2013-06-12",153.35,153.69,150.68,150.95,409300,149.39
"2013-06-13",150.46,155.9,150.46,155.27,827600,153.66
"2013-06-14",154.37,155.72,153.11,153.83,459700,152.24
"2013-06-17",155,156.94,154.36,156.11,557800,154.49
"2013-06-18",156.04,156.75,155.11,156.57,516200,154.95
"2013-06-19",156.32,157.22,154.09,154.17,501000,152.57
"2013-06-20",152.25,152.76,149.61,150.08,1065200,148.53
"2013-06-21",151.91,152.04,147.63,148.9,1046300,147.36
"2013-06-24",148.83,148.87,145.21,146.68,769200,145.16
"2013-06-25",149.18,150.24,146.77,147.83,650200,146.3
"2013-06-26",148.69,149.96,146.9,149,762300,147.46
"2013-06-27",150.1,150.52,148.34,149.03,779900,147.49
"2013-06-28",147.92,148.24,146,146.41,2336000,144.9
"2013-07-01",147.05,150.19,146.56,148.44,681500,146.9
"2013-07-02",147.85,149.82,147.74,149.08,701900,147.54
"2013-07-03",147.14,149.94,144.58,149.59,369200,148.04
"2013-07-05",150.57,152.7,150.57,152.42,644600,150.84
"2013-07-08",153.3,153.65,151.31,153.23,601500,151.64
"2013-07-09",154.53,156.79,153.04,156.53,858000,154.91
"2013-07-10",156.58,157,155.36,156.04,582200,154.43
"2013-07-11",159.12,159.51,157.13,158.03,885500,156.39
"2013-07-12",157.91,158.13,156.19,157.73,792300,156.1
"2013-07-15",157.98,158.04,156.71,156.99,425300,155.37
"2013-07-16",157.04,157.09,154.13,154.84,569700,153.24
"2013-07-17",155.64,156.93,155.38,156.86,647000,155.24
"2013-07-18",156.79,161.47,156.18,160,1368400,158.34
"2013-07-19",160.07,160.94,159.02,159.16,878400,157.51
"2013-07-22",159.01,161.13,158.91,159.73,1008500,158.08
"2013-07-23",160.77,161.34,158.94,159.13,671100,157.48
"2013-07-24",159.56,159.87,156.18,157.08,852000,155.45
"2013-07-25",157.09,158.79,156.94,158.73,563800,157.09
"2013-07-26",158.5,158.5,156.38,157.11,522200,155.48
"2013-07-29",158.23,161.48,157.42,161.17,774200,159.5
"2013-07-30",161.09,161.64,160,161.05,653500,159.38
"2013-07-31",161.5,162.26,160.01,160.44,631500,158.78
"2013-08-01",156.26,165.64,156.26,162.76,476800,161.08
"2013-08-02",162.49,163.54,160.45,162.36,499000,160.68
"2013-08-05",161.62,162.54,160.68,161.89,723500,160.21
"2013-08-06",161.57,161.65,159.54,161.42,661200,159.75
"2013-08-07",160.94,161.93,160.1,161.09,526600,159.42
"2013-08-08",162.03,162.72,160.38,161.83,796300,160.76
"2013-08-09",161.47,162.73,160.81,161.69,412900,160.63
"2013-08-12",161.02,161.91,160.27,161.34,750600,160.28
"2013-08-13",160.87,163.3,160.41,162.76,663900,161.69
"2013-08-14",162.96,163.43,161.96,162.37,664300,161.3
"2013-08-15",161,161,158.29,158.77,578700,157.72
"2013-08-16",158.06,159.38,157.57,158.59,688900,157.55
"2013-08-19",158.15,159.33,156.52,156.81,525800,155.78
"2013-08-20",156.95,160.05,156.81,158.97,806800,157.92
"2013-08-21",158.81,160.56,157.8,159.11,443700,158.06
"2013-08-22",159.43,160.48,157.86,160.15,330300,159.1
"2013-08-23",160.46,162.42,158.69,162.24,700900,161.17
"2013-08-26",162.64,162.85,159.76,160.27,429200,159.21
"2013-08-27",158.28,159,157,157.76,536000,156.72
"2013-08-28",156.94,157.7,155.6,155.76,819200,154.73
"2013-08-29",155.29,157.24,155.27,156.19,706200,155.16
"2013-08-30",156.54,157.25,155.7,156.21,374200,155.18
"2013-09-03",158.54,159.92,156.47,157.21,496100,156.17
"2013-09-04",156.9,159.43,156.35,158.94,565100,157.89
"2013-09-05",158.85,161.34,158.34,160.57,319500,159.51
"2013-09-06",160.98,161.18,157.58,159.25,645100,158.2
"2013-09-09",159.54,161.96,159.54,161.64,417300,160.58
"2013-09-10",162.83,163.71,162.21,163.71,620100,162.63
"2013-09-11",163.58,164.71,163.14,164.42,403000,163.34
"2013-09-12",164.19,165.52,162.31,162.87,445600,161.8
"2013-09-13",163.31,163.98,162.17,162.44,456900,161.37
"2013-09-16",165.2,165.89,164.35,165.2,429200,164.11
"2013-09-17",165.2,165.53,164.24,165.36,439200,164.27
"2013-09-18",164.65,167.98,163.62,167.81,555200,166.7
"2013-09-19",167.79,168.97,167.2,167.99,460200,166.88
"2013-09-20",167.99,172.21,166.16,166.28,707700,165.18
"2013-09-23",166.16,166.16,163.33,163.42,938200,162.34
"2013-09-24",163.68,165.18,163.21,163.47,795600,162.39
"2013-09-25",163.94,165.34,163.4,164.64,889700,163.56
"2013-09-26",165.1,166.96,164.79,166.65,456800,165.55
"2013-09-27",165.44,166.31,164.88,165.27,655600,164.18
"2013-09-30",163.78,167.13,163.52,167.06,752400,165.96
"2013-10-01",167.13,167.81,166.1,166.81,592900,165.71
"2013-10-02",165.53,166.64,164.86,166.64,666900,165.54
"2013-10-03",166.19,166.83,165.06,166.49,770400,165.39
"2013-10-04",166.14,171,165.97,170.9,923100,169.77
"2013-10-07",168.77,170.2,167.51,167.91,921500,166.8
"2013-10-08",167.91,168.01,162.7,162.81,870400,161.74
"2013-10-09",162.98,164.22,160.76,162.48,1115500,161.41
"2013-10-10",164.7,165.95,163.8,164.73,1150700,163.65
"2013-10-11",164.87,166.79,164.57,166.75,909300,165.65
"2013-10-14",165.46,166.5,164.68,166.13,619100,165.04
"2013-10-15",166.12,166.63,164.89,165.48,455800,164.39
"2013-10-16",167.2,168.01,165.56,166.22,958000,165.13
"2013-10-17",169.75,174.74,167.24,174.47,1534800,173.32
"2013-10-18",175.36,176.58,173.55,175.77,1353900,174.61
"2013-10-21",175.3,177.02,174.45,176.61,842700,175.45
"2013-10-22",177.85,180.73,176.51,180.12,909600,178.93
"2013-10-23",180.28,180.44,178.32,178.45,717600,177.27
"2013-10-24",178.75,179.61,177.95,179.46,361800,178.28
"2013-10-25",179.46,181.95,179.09,181.92,569800,180.72
"2013-10-28",181.93,182.07,180.33,180.89,500800,179.7
"2013-10-29",181.2,185.68,181.2,185.51,827300,184.29
"2013-10-30",186.28,187.28,179.13,181.66,1188200,180.46
"2013-10-31",181.74,184.57,181.55,182.58,917700,181.38
"2013-11-01",182.8,183.39,181.71,182.75,733300,181.55
"2013-11-04",183.5,183.6,181.67,183.46,607700,182.25
"2013-11-05",182.94,184.46,181.61,183.32,551400,182.11
"2013-11-06",182.34,184.84,182.34,182.8,862100,182.2
"2013-11-07",183.29,184.32,179.35,179.64,884200,179.05
"2013-11-08",180,181.79,179.38,181.57,1103600,180.98
"2013-11-11",181.73,183.15,181.58,182.16,748600,181.56
"2013-11-12",182.18,182.99,181.38,182.51,615200,181.91
"2013-11-13",181.68,184.9,181.57,184.62,981000,184.02
"2013-11-14",185,185.61,183.72,185.58,517200,184.97
"2013-11-15",186.38,186.89,184.67,184.9,683900,184.3
"2013-11-18",184.97,185.54,184.11,184.65,462400,184.05
"2013-11-19",184.23,185.5,184.05,184.76,312800,184.16
"2013-11-20",184.65,184.7,181.8,182.2,668700,181.6
"2013-11-21",183.31,183.92,182.45,183.32,666500,182.72
"2013-11-22",183.59,184.23,182.55,183.78,674600,183.18
"2013-11-25",183.82,185.54,183.82,184.19,487200,183.59
"2013-11-26",184.18,185.99,183.76,185.13,483200,184.52
"2013-11-27",185.2,185.55,184.06,184.54,454700,183.94
"2013-11-29",185,185.57,183.75,184.06,197200,183.46
"2013-12-02",184.34,185.53,183.35,183.66,509200,183.06
"2013-12-03",182.32,183.23,180.32,181.66,671400,181.07
"2013-12-04",181.71,184.6,181.71,182.95,964800,182.35
"2013-12-05",182,183.29,180.85,181.78,578000,181.19
"2013-12-06",185,187.96,182.96,187.84,947200,187.23
"2013-12-09",188.19,189,186.03,186.71,708500,186.1
"2013-12-10",186.71,188,185.91,187.35,551800,186.74
"2013-12-11",187.09,187.23,181.49,182.35,1082000,181.75
"2013-12-12",182.22,184.59,182.05,183.92,898900,183.32
"2013-12-13",183.93,185.14,182.29,182.91,676700,182.31
"2013-12-16",182.91,184.3,181.5,182.4,954000,181.8
"2013-12-17",183.21,184,181.91,183.61,893400,183.01
"2013-12-18",183.76,185.63,180.9,185.23,959500,184.62
"2013-12-19",184.86,185.81,184.35,185.3,717600,184.69
"2013-12-20",185.02,187.35,184.77,186.62,2267200,186.01
"2013-12-23",187.4,187.42,185.08,185.5,686800,184.89
"2013-12-24",185.61,187.6,185.61,187.58,186500,186.97
"2013-12-26",187.84,188.37,187.25,188.08,304900,187.47
"2013-12-27",188.58,188.58,187.25,187.78,391500,187.17
"2013-12-30",187.82,188.83,187.1,188.47,507600,187.85
"2013-12-31",188.77,190.07,188.26,189.66,519400,189.04
"2014-01-02",189.5,190.29,188.53,188.94,684200,188.32
"2014-01-03",189.4,190.1,188.88,189.41,407100,188.79
"2014-01-06",189.63,189.99,186.93,187.52,782400,186.91
"2014-01-07",187.6,189.14,186.02,188.28,1167400,187.66
"2014-01-08",188.55,190.2,187.41,189.47,1003300,188.85
"2014-01-09",189.71,191.23,189.25,190.13,1183000,189.51
"2014-01-10",190.57,191.54,189.63,190.58,1045100,189.96
"2014-01-13",189.93,191.35,187.19,187.76,1304500,187.15
"2014-01-14",188.57,191.01,187.57,190.89,959700,190.27
"2014-01-15",191.27,191.55,190.43,190.7,1055700,190.08
"2014-01-16",182.57,189.89,182.57,187.67,1647100,187.06
"2014-01-17",188.5,192.23,188.5,189.48,1828200,188.86
"2014-01-21",190.33,191.54,189.11,190,1169800,189.38
