"","OXY.Open","OXY.High","OXY.Low","OXY.Close","OXY.Volume","OXY.Adjusted"
"2013-12-16",91.32,91.83,90.73,90.95,3641700,90.27
"2013-12-17",90.95,90.96,90.13,90.21,4578300,89.54
"2013-12-18",90.75,92.34,90.39,92.26,4846100,91.57
"2013-12-19",91.87,93.13,91.5,92.93,4232800,92.24
"2013-12-20",92.8,93.52,92.54,92.8,4970000,92.11
"2013-12-23",93.41,93.88,93.17,93.23,2237400,92.54
"2013-12-24",93.24,93.54,92.66,93.48,954700,92.79
"2013-12-26",93.47,94.11,93.13,94.03,2047900,93.33
"2013-12-27",94.16,94.95,93.88,94.85,2001700,94.14
"2013-12-30",94.64,95.32,94.35,94.55,2230200,93.85
"2013-12-31",94.95,95.32,94.23,95.1,2689600,94.39
"2014-01-02",94.51,94.84,93.41,93.85,2752600,93.15
"2014-01-03",93.91,94.25,92.88,93.52,2848000,92.82
"2014-01-06",93.86,94.11,93.2,93.8,3176800,93.1
"2014-01-07",94.57,95.69,94.09,95.55,3691000,94.84
"2014-01-08",94.99,95.4,94.2,94.79,3520400,94.09
"2014-01-09",94.84,95.12,94.07,94.84,3129900,94.13
"2014-01-10",95.05,95.08,93.41,93.85,3406400,93.15
"2014-01-13",93.36,94.1,91.45,91.54,5150800,90.86
"2014-01-14",91.93,92.36,91.47,92.31,4383200,91.62
"2014-01-15",92.76,92.87,90.74,91.46,4890400,90.78
"2014-01-16",91.33,91.94,91.06,91.77,3777000,91.09
"2014-01-17",91.74,91.96,90.55,90.57,3931900,89.9
"2014-01-21",91.22,91.52,89.38,89.97,4978900,89.3
"2014-01-22",90.52,91.28,89.65,90.96,3924700,90.28
"2014-01-23",90.66,90.66,89.17,89.42,4373900,88.76
"2014-01-24",88.76,88.83,87.59,88,4734100,87.35
"2014-01-27",87.95,88.14,86.8,87.09,3585600,86.44
"2014-01-28",87.28,88.55,87.18,88.31,2963800,87.65
"2014-01-29",87.29,88.39,87,87.82,4094700,87.17
"2014-01-30",88.74,89.23,86.5,88.3,5523000,87.64
"2014-01-31",87.78,88.73,86.81,87.57,5798500,86.92
"2014-02-03",87.8,88.35,87.17,87.24,6228300,86.59
"2014-02-04",87.42,88.04,86.58,87.14,6187600,86.49
"2014-02-05",87.41,87.78,85.9,87.29,5590600,86.64
"2014-02-06",87.61,88.96,87.61,88.48,5376000,87.82
"2014-02-07",88.8,90.91,88.35,90.59,4941900,89.92
"2014-02-10",90.45,91.12,90.16,90.69,4345500,90.02
"2014-02-11",90.8,92.1,90.73,91.6,3772000,90.92
"2014-02-12",92.08,92.7,91.85,92.19,3349700,91.5
"2014-02-13",91.41,92.51,91.15,92.27,3708100,91.58
"2014-02-14",94.66,96.06,94.27,95.76,8779500,95.05
"2014-02-18",96.1,96.53,95.31,96.28,5798700,95.56
"2014-02-19",96.05,96.5,94.87,94.94,5371100,94.23
"2014-02-20",95,95.59,94.75,95.4,3827600,94.69
"2014-02-21",95.32,95.97,94.91,95.39,3696100,94.68
"2014-02-24",96.17,96.58,95.71,96.07,4626500,95.36
"2014-02-25",95.87,96.05,95.11,95.82,2894900,95.11
"2014-02-26",96,96,94.63,95.2,3750400,94.49
"2014-02-27",95.09,95.55,94.68,95.53,2841900,94.82
"2014-02-28",95.75,97.17,95.75,96.52,3998300,95.8
"2014-03-03",95.79,96.87,95.48,96.05,3401200,95.34
"2014-03-04",96.55,97.67,96.41,97.22,3307400,96.5
"2014-03-05",97.46,97.75,96.77,96.85,3063200,96.13
"2014-03-06",96.05,96.55,95.81,96.27,2985900,96.27
"2014-03-07",97.28,97.41,96.34,97.13,2967500,97.13
"2014-03-10",97.14,97.37,96.62,97.22,2397800,97.22
"2014-03-11",97.4,97.47,96.08,96.41,2491200,96.41
"2014-03-12",95.86,96.48,95.55,96.39,3044800,96.39
"2014-03-13",96.71,96.92,95.53,95.81,2621900,95.81
"2014-03-14",95.4,96.57,95.29,96.52,2951400,96.52
"2014-03-17",96.64,97,96.38,96.85,2446500,96.85
