"","LH.Open","LH.High","LH.Low","LH.Close","LH.Volume","LH.Adjusted"
"2014-02-11",91.15,91.87,91.15,91.62,1614900,91.62
"2014-02-12",91.95,92.36,90.89,90.98,998000,90.98
"2014-02-13",90.33,91.92,89.94,91.81,857000,91.81
"2014-02-14",91.73,93.15,91.65,91.94,863600,91.94
"2014-02-18",91.81,92.8,91.79,92.35,884100,92.35
"2014-02-19",92.2,92.6,91.9,92.09,931600,92.09
"2014-02-20",92.2,93.21,91.75,92.69,761400,92.69
"2014-02-21",92.73,93.76,92.43,93.56,1598300,93.56
"2014-02-24",93.76,94.65,93.5,93.76,817600,93.76
"2014-02-25",93.65,93.66,92.25,93.13,730700,93.13
"2014-02-26",93.07,93.78,92.66,93.05,537200,93.05
"2014-02-27",92.32,93.32,92.1,93.09,769700,93.09
"2014-02-28",93.43,94.7,93.07,93.54,957800,93.54
"2014-03-03",93.08,93.98,92.5,92.68,534700,92.68
"2014-03-04",93.8,94.12,92.97,93.06,606500,93.06
"2014-03-05",93.1,93.61,92.8,93.56,525600,93.56
"2014-03-06",93.86,94.49,93.63,94.05,520400,94.05
"2014-03-07",94.49,95.48,94.18,95.32,1030800,95.32
"2014-03-10",94.66,94.9,92.9,93.61,1196500,93.61
"2014-03-11",93.94,95.32,93.53,95.27,1237100,95.27
"2014-03-12",95.01,96.57,95,95.97,1486300,95.97
"2014-03-13",96.15,97.1,95.81,95.87,1383900,95.87
"2014-03-14",95.59,95.88,95.15,95.63,944600,95.63
"2014-03-17",95.78,96.55,95.63,95.94,832400,95.94
